Anno;Codice Regione;Descrizione Regione;Codice Azienda;Codice struttura;Denominazione struttura;Indirizzo;Codice Comune;Comune;Sigla provincia;Codice tipo struttura;Descrizione tipo struttura
2014;3;LOMBARDIA            ;965;30965;"A.O. ""CARLO POMA"" - MANTOVA             ";VIA ALBERTONI, 1;20030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;966;30966;"A.O. ""LUIGI SACCO"" - MILANO             ";VIA S. GIOVANNI BATTISTA GRASSI, 74;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;967;30967;"A.O. ""OSP.NIGUARDA CA'GRANDA""-MILANO    ";PIAZZA OSPEDALE MAGGIORE,3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;968;30968;"A.O. ""IST.CLIN.PERFEZIONAMENTO""-MILANO  ";VIA CASTELVETRO, 22;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;969;30969;A.O. FATEBENEFRATELLI E OFTALMICO-MILANO;CORSO DI PORTA NUOVA, 23;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;970;30970;"A.O. ""SAN PAOLO"" - MILANO               ";VIA A. DI RUDINI', 8;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;971;30971;A.O. IST.ORTOPEDICO GAETANO PINI-MILANO ;PIAZZA CARDINAL FERRARI, 1;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;972;30972;"A.O. ""S.CARLO BORROMEO"" - MILANO        ";VIA PIO II, 3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;973;30973;A.O. OSPEDALE CIVILE - LEGNANO          ;VIA PAPA GIOVANNI PAOLO II              ;15118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;974;30974;"A.O. ""G. SALVINI"" - GARBAGNATE          ";VIALE FORLANINI, 121;15105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;975;30975;A.O. OSPEDALE DI CIRCOLO - MELEGNANO    ;VIA PANDINA, 1;15244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;976;30976;A.O. OSPEDALE CIVILE - VIMERCATE        ;VIA SANTI COSMA E DAMIANO, 10;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;977;30977;"A.O. ""S.GERARDO"" - MONZA                ";VIA SOLFERINO, 16;108033;MONZA;MB;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;978;30978;A.O. DELLA PROVINCIA DI LODI            ;VIA FISSIRAGA, 15;98031;LODI                                    ;LO;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;979;30979;A.O. DELLA PROVINCIA DI PAVIA           ;VIALE REPUBBLICA, 34;18110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;980;30980;A.O. VALTELLINA E VALCHIAVENNA          ;VIA STELVIO, 25;14061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;920;30920;I.N.R.C.A.- PRESIDIO DI CASATENOVO      ;VIA MONTEREGIO, 13;97016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2015;3;LOMBARDIA            ;922;30922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2015;3;LOMBARDIA            ;923;30923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-M;VIA CELORIA 11;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2015;3;LOMBARDIA            ;924;30924;POLICLINICO S. MATTEO - PAVIA           ;VIALE GOLGI, 19;18110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2015;3;LOMBARDIA            ;925;30925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2015;3;LOMBARDIA            ;951;30951;A.O. OSP.CIRC. FONDAZIONE MACCHI-VARESE ;VIALE LUIGI BORRI, 57;12133;VARESE                                  ;VA;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;952;30952;A.O. S.ANTONIO ABATE - GALLARATE        ;L.GO BOITO   2;12070;GALLARATE                               ;VA;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;953;30953;A.O. OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;PIAZZALE  SOLARO, 3;12026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;954;30954;A.O. SPEDALI CIVILI - BRESCIA           ;PIAZZALE SPEDALI CIVILI, 1;17029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;955;30955;"A.O. ""MELLINO MELLINI"" - CHIARI         ";VIALE MAZZINI, 4;17052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;956;30956;A.O. DESENZANO DEL GARDA - DESENZANO G. ;LOCALITA' MONTECROCE                    ;17067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;957;30957;A.O. ISTITUTI OSPEDALIERI - CREMONA     ;VIALE CONCORDIA, 1;19036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;958;30958;A.O. OSPEDALE MAGGIORE - CREMA          ;LARGO UGO DOSSENA, 2;19035;CREMA                                   ;CR;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;959;30959;A.O. S.ANNA - COMO                      ;VIA NAPOLEONA, 60;13075;COMO                                    ;CO;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;960;30960;A.O. OSPEDALE DI LECCO - LECCO          ;VIA DELL'EREMO, 9/11;97042;LECCO                                   ;LC;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;962;30962;A.O. PAPA GIOVANNI XXIII                ;PIAZZA OMS, 1;16024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;963;30963;A.O. OSP.TREVIGLIO CARAVAGGIO-TREVIGLIO ;PIAZZA OSPEDALE 1;16219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;964;30964;"A.O. ""BOLOGNINI"" - SERIATE              ";VIA PADERNO, 21;16198;SERIATE                                 ;BG;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;965;30965;"A.O. ""CARLO POMA"" - MANTOVA             ";VIA ALBERTONI, 1;20030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;966;30966;"A.O. ""LUIGI SACCO"" - MILANO             ";VIA S. GIOVANNI BATTISTA GRASSI, 74;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;967;30967;"A.O. ""OSP.NIGUARDA CA'GRANDA""-MILANO    ";PIAZZA OSPEDALE MAGGIORE,3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;968;30968;"A.O. ""IST.CLIN.PERFEZIONAMENTO""-MILANO  ";VIA CASTELVETRO, 22;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;969;30969;A.O. FATEBENEFRATELLI E OFTALMICO-MILANO;CORSO DI PORTA NUOVA, 23;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;970;30970;"A.O. ""SAN PAOLO"" - MILANO               ";VIA A. DI RUDINI', 8;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;971;30971;A.O. IST.ORTOPEDICO GAETANO PINI-MILANO ;PIAZZA CARDINAL FERRARI, 1;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;972;30972;"A.O. ""S.CARLO BORROMEO"" - MILANO        ";VIA PIO II, 3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;973;30973;A.O. OSPEDALE CIVILE - LEGNANO          ;VIA PAPA GIOVANNI PAOLO II              ;15118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;974;30974;"A.O. ""G. SALVINI"" - GARBAGNATE          ";VIALE FORLANINI, 121;15105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;975;30975;A.O. OSPEDALE DI CIRCOLO - MELEGNANO    ;VIA PANDINA, 1;15244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;976;30976;A.O. OSPEDALE CIVILE - VIMERCATE        ;VIA SANTI COSMA E DAMIANO, 10;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;977;30977;"A.O. ""S.GERARDO"" - MONZA                ";VIA SOLFERINO, 16;108033;MONZA;MB;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;978;30978;A.O. DELLA PROVINCIA DI LODI            ;VIA FISSIRAGA, 15;98031;LODI                                    ;LO;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;979;30979;A.O. DELLA PROVINCIA DI PAVIA           ;VIALE REPUBBLICA, 34;18110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2015;3;LOMBARDIA            ;980;30980;A.O. VALTELLINA E VALCHIAVENNA          ;VIA STELVIO, 25;14061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;701;30701;ASST GRANDE OSPEDALE METROPOLITANO NIGUA;PIAZZA OSPEDALE MAGGIORE N. 3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;702;30702;ASST SANTI PAOLO E CARLO                ;VIA A. DI RUDIN¿ N. 8;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;703;30703;ASST FATEBENEFRATELLI SACCO             ;VIA G.B. GRASSI N. 74;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;704;30704;ASST SPEC.ORT.TRAUMATOLOGICO G.PINI/CTO ;PIAZZA A. CARDINAL FERRARI, 1;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;705;30705;ASST OVEST MILANESE                     ;VIA PAPA GIOVANNI PAOLO II C.P. 3;15118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;706;30706;ASST RHODENSE                           ;VIALE FORLANINI N. 95;15105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;707;30707;ASST NORD MILANO                        ;VIALE GIACOMO MATTEOTTI 83;15209;SESTO SAN GIOVANNI                      ;MI;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;708;30708;ASST MELEGNANO E DELLA MARTESANA        ;VIA PANDINA N. 1;15244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;709;30709;ASST DI LODI                            ;VIA FISSIRAGA N. 15;98031;LODI                                    ;LO;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;710;30710;ASST DEI SETTE LAGHI                    ;VIALE BORRI N. 57;12133;VARESE                                  ;VA;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;711;30711;ASST DELLA VALLE OLONA                  ;VIA A. DA BRESCIA N. 1;12026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;712;30712;ASST LARIANA                            ;VIA NAPOLEONA N. 60;13075;COMO                                    ;CO;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;713;30713;ASST DELLA VALTELLINA E DELL'ALTO LARIO ;VIA STELVIO N. 25;14061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;714;30714;ASST DELLA VALCAMONICA                  ;VIA NISSOLINA N. 2;17028;BRENO                                   ;BS;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;715;30715;ASST DI LECCO                           ;VIA DELL'EREMO N. 9/11;97042;LECCO                                   ;LC;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;716;30716;ASST DI MONZA                           ;VIA PERGOLESI N. 33;108033;MONZA;MB;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;717;30717;ASST DI VIMERCATE                       ;VIA SANTI COSMA E DAMIANO N. 10;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;718;30718;ASST PAPA GIOVANNI XXIII                ;PIAZZA ORGANIZZAZIONE MONDIALE DELLA SAN;16024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;719;30719;ASST DI BERGAMO OVEST                   ;P.LE OSPEDALE N. 1;16219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;720;30720;ASST DI BERGAMO EST                     ;VIA PADERNO N. 21;16198;SERIATE                                 ;BG;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;721;30721;ASST DEGLI SPEDALI CIVILI DI BRESCIA    ;PIAZZALE SPEDALI CIVILI N. 1;17029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;722;30722;ASST DELLA FRANCIACORTA                 ;VIALE MAZZINI N. 4;17052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;723;30723;ASST DEL GARDA                          ;LOCALIT¿ MONTECROCE                     ;17067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;724;30724;ASST DI CREMONA                         ;VIALE CONCORDIA N. 1;19036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;725;30725;ASST DI MANTOVA                         ;STRADA LAGO PAIOLO N. 10;20030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;726;30726;ASST DI CREMA                           ;LARGO UGO DOSSENA N. 2;19035;CREMA                                   ;CR;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;727;30727;ASST DI PAVIA                           ;VIALE REPUBBLICA N. 34;18110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2016;3;LOMBARDIA            ;920;30920;I.N.R.C.A.- PRESIDIO DI CASATENOVO      ;VIA MONTEREGIO, 13;97016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2016;3;LOMBARDIA            ;922;30922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2016;3;LOMBARDIA            ;923;30923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-M;VIA CELORIA 11;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2016;3;LOMBARDIA            ;924;30924;POLICLINICO S. MATTEO - PAVIA           ;VIALE GOLGI, 19;18110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2016;3;LOMBARDIA            ;925;30925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2017;3;LOMBARDIA            ;701;30701;ASST GRANDE OSPEDALE METROPOLITANO NIGUA;PIAZZA OSPEDALE MAGGIORE N. 3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;702;30702;ASST SANTI PAOLO E CARLO                ;VIA A. DI RUDIN¿ N. 8;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;703;30703;ASST FATEBENEFRATELLI SACCO             ;VIA G.B. GRASSI N. 74;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;704;30704;ASST SPEC.ORT.TRAUMATOLOGICO G.PINI/CTO ;PIAZZA A. CARDINAL FERRARI, 1;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;705;30705;ASST OVEST MILANESE                     ;VIA PAPA GIOVANNI PAOLO II C.P. 3;15118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;706;30706;ASST RHODENSE                           ;VIALE FORLANINI N. 95;15105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;707;30707;ASST NORD MILANO                        ;VIALE GIACOMO MATTEOTTI 83;15209;SESTO SAN GIOVANNI                      ;MI;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;708;30708;ASST MELEGNANO E DELLA MARTESANA        ;VIA PANDINA N. 1;15244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;709;30709;ASST DI LODI                            ;VIA FISSIRAGA N. 15;98031;LODI                                    ;LO;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;710;30710;ASST DEI SETTE LAGHI                    ;VIALE BORRI N. 57;12133;VARESE                                  ;VA;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;711;30711;ASST DELLA VALLE OLONA                  ;VIA A. DA BRESCIA N. 1;12026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;712;30712;ASST LARIANA                            ;VIA NAPOLEONA N. 60;13075;COMO                                    ;CO;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;713;30713;ASST DELLA VALTELLINA E DELL'ALTO LARIO ;VIA STELVIO N. 25;14061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;714;30714;ASST DELLA VALCAMONICA                  ;VIA NISSOLINA N. 2;17028;BRENO                                   ;BS;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;715;30715;ASST DI LECCO                           ;VIA DELL'EREMO N. 9/11;97042;LECCO                                   ;LC;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;716;30716;ASST DI MONZA                           ;VIA PERGOLESI N. 33;108033;MONZA;MB;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;717;30717;ASST DI VIMERCATE                       ;VIA SANTI COSMA E DAMIANO N. 10;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;718;30718;ASST PAPA GIOVANNI XXIII                ;PIAZZA ORGANIZZAZIONE MONDIALE DELLA SAN;16024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;719;30719;ASST DI BERGAMO OVEST                   ;P.LE OSPEDALE N. 1;16219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;720;30720;ASST DI BERGAMO EST                     ;VIA PADERNO N. 21;16198;SERIATE                                 ;BG;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;721;30721;ASST DEGLI SPEDALI CIVILI DI BRESCIA    ;PIAZZALE SPEDALI CIVILI N. 1;17029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;722;30722;ASST DELLA FRANCIACORTA                 ;VIALE MAZZINI N. 4;17052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;723;30723;ASST DEL GARDA                          ;LOCALIT¿ MONTECROCE                     ;17067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;724;30724;ASST DI CREMONA                         ;VIALE CONCORDIA N. 1;19036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;725;30725;ASST DI MANTOVA                         ;STRADA LAGO PAIOLO N. 10;20030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;726;30726;ASST DI CREMA                           ;LARGO UGO DOSSENA N. 2;19035;CREMA                                   ;CR;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;727;30727;ASST DI PAVIA                           ;VIALE REPUBBLICA N. 34;18110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2017;3;LOMBARDIA            ;920;30920;I.N.R.C.A.- PRESIDIO DI CASATENOVO      ;VIA MONTEREGIO, 13;97016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2017;3;LOMBARDIA            ;922;30922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2017;3;LOMBARDIA            ;923;30923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-M;VIA CELORIA 11;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2017;3;LOMBARDIA            ;924;30924;POLICLINICO S. MATTEO - PAVIA           ;VIALE GOLGI, 19;18110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2017;3;LOMBARDIA            ;925;30925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2018;3;LOMBARDIA            ;701;30701;ASST GRANDE OSPEDALE METROPOLITANO NIGUA;PIAZZA OSPEDALE MAGGIORE N. 3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;702;30702;ASST SANTI PAOLO E CARLO                ;VIA A. DI RUDIN¿ N. 8;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;703;30703;ASST FATEBENEFRATELLI SACCO             ;VIA G.B. GRASSI N. 74;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;704;30704;ASST SPEC.ORT.TRAUMATOLOGICO G.PINI/CTO ;PIAZZA A. CARDINAL FERRARI, 1;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;705;30705;ASST OVEST MILANESE                     ;VIA PAPA GIOVANNI PAOLO II C.P. 3;15118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;706;30706;ASST RHODENSE                           ;VIALE FORLANINI N. 95;15105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;707;30707;ASST NORD MILANO                        ;VIALE GIACOMO MATTEOTTI 83;15209;SESTO SAN GIOVANNI                      ;MI;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;708;30708;ASST MELEGNANO E DELLA MARTESANA        ;VIA PANDINA N. 1;15244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;709;30709;ASST DI LODI                            ;VIA FISSIRAGA N. 15;98031;LODI                                    ;LO;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;710;30710;ASST DEI SETTE LAGHI                    ;VIALE BORRI N. 57;12133;VARESE                                  ;VA;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;711;30711;ASST DELLA VALLE OLONA                  ;VIA A. DA BRESCIA N. 1;12026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;712;30712;ASST LARIANA                            ;VIA NAPOLEONA N. 60;13075;COMO                                    ;CO;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;713;30713;ASST DELLA VALTELLINA E DELL'ALTO LARIO ;VIA STELVIO N. 25;14061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;714;30714;ASST DELLA VALCAMONICA                  ;VIA NISSOLINA N. 2;17028;BRENO                                   ;BS;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;715;30715;ASST DI LECCO                           ;VIA DELL'EREMO N. 9/11;97042;LECCO                                   ;LC;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;716;30716;ASST DI MONZA                           ;VIA PERGOLESI N. 33;108033;MONZA;MB;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;717;30717;ASST DI VIMERCATE                       ;VIA SANTI COSMA E DAMIANO N. 10;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;718;30718;ASST PAPA GIOVANNI XXIII                ;PIAZZA ORGANIZZAZIONE MONDIALE DELLA SAN;16024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;719;30719;ASST DI BERGAMO OVEST                   ;P.LE OSPEDALE N. 1;16219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;720;30720;ASST DI BERGAMO EST                     ;VIA PADERNO N. 21;16198;SERIATE                                 ;BG;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;721;30721;ASST DEGLI SPEDALI CIVILI DI BRESCIA    ;PIAZZALE SPEDALI CIVILI N. 1;17029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;722;30722;ASST DELLA FRANCIACORTA                 ;VIALE MAZZINI N. 4;17052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;723;30723;ASST DEL GARDA                          ;LOCALIT¿ MONTECROCE                     ;17067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;724;30724;ASST DI CREMONA                         ;VIALE CONCORDIA N. 1;19036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;725;30725;ASST DI MANTOVA                         ;STRADA LAGO PAIOLO N. 10;20030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;726;30726;ASST DI CREMA                           ;LARGO UGO DOSSENA N. 2;19035;CREMA                                   ;CR;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;727;30727;ASST DI PAVIA                           ;VIALE REPUBBLICA N. 34;18110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2018;3;LOMBARDIA            ;920;30920;I.N.R.C.A.- PRESIDIO DI CASATENOVO      ;VIA MONTEREGIO, 13;97016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2018;3;LOMBARDIA            ;922;30922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2018;3;LOMBARDIA            ;923;30923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-M;VIA CELORIA 11;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2018;3;LOMBARDIA            ;924;30924;POLICLINICO S. MATTEO - PAVIA           ;VIALE GOLGI, 19;18110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2018;3;LOMBARDIA            ;925;30925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2011;5;VENETO               ;901;50901;AZIENDA OSPEDALIERA DI PADOVA;VIA GIUSTINIANI, 1;28060;PADOVA                                  ;PD;0;Azienda Ospedaliera
2011;5;VENETO               ;912;50912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;Piazzale Stefani, 1;23091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2011;5;VENETO               ;952;50952;I.R.C.C.S. ISTITUTO ONCOLOGICO VENETO;via gattamelata, 64;28060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2012;5;VENETO               ;901;50901;AZIENDA OSPEDALIERA DI PADOVA;VIA GIUSTINIANI, 1;28060;PADOVA                                  ;PD;0;Azienda Ospedaliera
