Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT1001A","LU-MICHELETTO","SPO.IT1001A_5_BETA_2006-02-03_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","25.647","ug/m3","96.16","1","Traffic","Urban","10.5122","43.8439","15.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1001A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT1110A","PI-PASSI","SPO.IT1110A_5_BETA_2010-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.691","ug/m3","96.71","1","Background","Urban","10.4017","43.7389","5.0","Pisa                                                                            ","IT041C1                                           ","90036","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1110A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT281A","RETE REGIONALE QUALITA' ARIA DEL VENETO","IT1214A","RO - Borsea","SPO.IT1214A_5_gravi_2003-05-21_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","31.610","ug/m3","97.53","1","Background","Urban","11.7911","45.0397","3.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1214A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT090A","TRENTINO URBAN AND REGION NETWORK","IT0703A","BORGO VAL","SPO.IT0703A_5_nephelometry_beta_2003-01-30_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.667","ug/m3","97.81","1","Background","Suburban","11.4541","46.0516","380.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0703A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT272A","SORGENIA","IT2145A","EN03 - VIGILI URBANI","SPO.IT2145A_5_BETA_2017-05-05_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.476","ug/m3","99.27","1","Industrial","Urban","16.7817","41.0872","55.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2145A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT2006A","CENCB2","SPO.IT2006A_5_BETA_2010-10-31_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.058","ug/m3","93.97","1","Background","Suburban","8.5214","39.1656","96.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2006A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT281A","RETE REGIONALE QUALITA' ARIA DEL VENETO","IT1870A","PARCO COLLI EUGANEI","SPO.IT1870A_5_BETA_2008-01-24_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","26.836","ug/m3","98.63","1","Background","Rural","11.6431","45.2900","18.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1870A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT281A","RETE REGIONALE QUALITA' ARIA DEL VENETO","IT1619A","AREA FELTRINA","SPO.IT1619A_5_BETA_2004-05-04_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.732","ug/m3","97.26","1","Background","Suburban","11.9058","46.0308","263.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1619A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1277A","CENSN1","SPO.IT1277A_5_BETA_2005-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.971","ug/m3","96.44","1","Background","Urban","9.6944","40.5750","39.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1277A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT094A","Provincial monitoring network of Siracusa","IT0618A","Augusta","SPO.IT0618A_5_BETA_2005-08-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.571","ug/m3","88.49","1","Background","Urban","15.2205","37.2184","15.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0618A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT281A","RETE REGIONALE QUALITA' ARIA DEL VENETO","IT2243A","VR- Giarol Grande","SPO.IT2243A_5_BETA_2016-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","30.372","ug/m3","98.08","1","Background","Urban","11.0301","45.4330","48.0","Verona                                                                          ","IT012C1                                           ","259087","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2243A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT282A","RETE REGIONALE QUALITÀ ARIA AMBIENTE","IT1827A","Ancona Cittadella","SPO.IT1827A_5_gravi_2006-10-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.814","ug/m3","86.79","1","Background","Urban","13.5086","43.6117","100.0","Ancona                                                                          ","IT017C1                                           ","99077","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1827A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1397A","CENAS8","SPO.IT1397A_5_BETA_2001-12-07_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.640","ug/m3","88.49","1","Industrial","Suburban","8.9958","39.2269","9.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1397A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT282A","RETE REGIONALE QUALITÀ ARIA AMBIENTE","IT0461A","FALCONARA SCUOLA","SPO.IT0461A_5_BETA_2002-09-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.955","ug/m3","89.81","1","Industrial","Suburban","13.3875","43.6333","10.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0461A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT0956A","CINECITTA","SPO.IT0956A_5_BETA_2005-04-28_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","26.472","ug/m3","96.44","1","Background","Urban","12.5686","41.8578","48.0","Roma                                                                            ","IT001C1                                           ","2808293","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0956A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT2239A","LU-FORNOLI","SPO.IT2239A_5_BETA_2009-01-09_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.412","ug/m3","97.81","1","Background","Urban","10.5599","44.0056","130.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2239A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1378A","CENOR1","SPO.IT1378A_5_BETA_2005-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.211","ug/m3","95.62","1","Background","Urban","8.5978","39.8989","10.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1378A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT282A","RETE REGIONALE QUALITÀ ARIA AMBIENTE","IT1827A","Ancona Cittadella","SPO.IT1827A_5_BETA_2006-10-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.814","ug/m3","86.79","1","Background","Urban","13.5086","43.6117","100.0","Ancona                                                                          ","IT017C1                                           ","99077","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1827A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT0869A","LT TASSO","SPO.IT0869A_5_BETA_1998-10-05_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.433","ug/m3","97.53","1","Background","Urban","12.9131","41.4639","18.0","Latina                                                                          ","IT513C1                                           ","127037","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0869A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT0867A","RIETI","SPO.IT0867A_5_BETA_2005-11-15_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.623","ug/m3","99.45","1","Traffic","Urban","12.8583","42.4042","392.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0867A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT0950A","AR-ACROPOLI","SPO.IT0950A_5_BETA_2013-08-07_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.877","ug/m3","98.36","1","Background","Urban","11.8889","43.4611","260.0","Arezzo                                                                          ","IT519C1                                           ","98259","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0950A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT281A","RETE REGIONALE QUALITA' ARIA DEL VENETO","IT1215A","RO - Largo Martiri","SPO.IT1215A_5_BETA_2003-12-24_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","34.494","ug/m3","97.53","1","Traffic","Urban","11.7833","45.0747","7.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1215A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1575A","CENPS6","SPO.IT1575A_5_BETA_2001-03-22_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.866","ug/m3","91.23","1","Industrial","Suburban","8.4303","39.1772","16.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1575A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT282A","RETE REGIONALE QUALITÀ ARIA AMBIENTE","IT2061A","URBINO - LOC.PIANSEVERO - Via Neruda","SPO.IT2061A_5_BETA_2012-03-09_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.750","ug/m3","86.70","1","Background","Suburban","12.6364","43.7306","380.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2061A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2223A","Tirrenopower Volla","SPO.IT2223A_5_LIGHT-SCAT_2019-05-03_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","38.273","ug/m3","49.95","1","Industrial","Suburban","14.3500","40.8864","20.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2223A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT2005A","CEOLB1","SPO.IT2005A_5_BETA_2010-10-14_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.979","ug/m3","93.42","1","Background","Suburban","9.4917","40.9275","17.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2005A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT0889A","COLLEFERRO EUROPA","SPO.IT0889A_5_BETA_2005-08-30_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","31.475","ug/m3","92.33","1","Industrial","Suburban","13.0094","41.7250","220.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0889A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT110A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Varese","IT1650A","SARONNO - SANTUARIO","SPO.IT1650A_5_BETA_2003-12-09_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","26.877","ug/m3","100.00","1","Background","Urban","9.0242","45.6269","212.0","Milano (greater city)                                                           ","IT002K1                                           ","3622641","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1650A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT092A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Brescia","IT1385A","DARFO_2","SPO.IT1385A_5_BETA_2009-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","30.048","ug/m3","90.41","1","Background","Suburban","10.1775","45.8739","226.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1385A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT101A","PROVINCIA DI GENOVA","IT1887A","VIA BUOZZI - GENOVA","SPO.IT1887A_5_gravi_2017-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.284","ug/m3","92.88","1","Traffic","Urban","8.9119","44.4139","17.0","Genova                                                                          ","IT006C1                                           ","565752","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1887A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT268A","A2A","IT2129A","A2A Via Natisone","SPO.IT2129A_5_BETA_2013-12-12_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.264","ug/m3","82.75","1","Industrial","Urban","13.5219","45.8053","5.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2129A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1947A","CENSA3","SPO.IT1947A_5_BETA_2009-07-14_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.406","ug/m3","95.07","1","Background","Urban","9.0089","39.0667","56.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1947A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT091A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Bergamo","IT0997A","BERGAMO - VIA GARIBALDI","SPO.IT0997A_5_BETA_2008-12-20_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","27.186","ug/m3","98.08","1","Traffic","Urban","9.6617","45.6957","249.0","Bergamo                                                                         ","IT511C1                                           ","120783","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0997A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT223A","REGIONE PUGLIA","IT1601A","Monte S. Angelo SUOLO CIUFFREDA","SPO.IT1601A_5_BETA_2009-04-27_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.675","ug/m3","90.14","1","Background","Rural","15.9450","41.6653","30.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1601A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT158A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Lodi","IT1965A","LODI S.ALBERTO","SPO.IT1965A_5_BETA_2009-03-14_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.500","ug/m3","94.79","1","Background","Urban","9.4953","45.3028","76.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1965A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT107A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Lecco","IT0776A","LECCO VIA AMENDOLA","SPO.IT0776A_5_BETA_1999-11-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.789","ug/m3","98.08","1","Traffic","Urban","9.3958","45.8494","214.0","Lecco                                                                           ","IT060C1                                           ","48058","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0776A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT101A","PROVINCIA DI GENOVA","IT1026A","PIAZZA GARIBALDI - BUSALLA","SPO.IT1026A_5_gravi_2016-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","26.029","ug/m3","95.34","1","Traffic","Urban","8.9464","44.5728","380.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1026A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT219A","RETE SIMAGE","IT1609A","Taranto CISI","SPO.IT1609A_5_BETA_2004-05-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.402","ug/m3","96.71","1","Industrial","Suburban","17.2042","40.5211","10.0","Taranto                                                                         ","IT022C1                                           ","191050","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1609A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT082A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Milano","IT1464A","CASIRATE D'ADDA","SPO.IT1464A_5_BETA_2006-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.778","ug/m3","89.59","1","Background","Rural","9.5564","45.4975","115.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1464A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT137A","RETE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA DELLA CITTA' DI PESCARA","IT1208A","PE - VIA SACCO","SPO.IT1208A_5_BETA_2007-06-26_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.904","ug/m3","98.90","1","Traffic","Urban","14.1975","42.4519","8.0","Pescara                                                                         ","IT019C1                                           ","119862","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1208A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
